pre,post,value
HSNR,ASHL,1
HSNR,AIAL,1
HSNR,AIZL,1
HSNR,AIZR,1
HSNR,PVQR,1
HSNR,RIFR,1
HSNR,BDUR,1
HSNR,AVFL,1
HSNR,AVFR,1
HSNR,AVHL,1
HSNR,AVHR,1
HSNR,PVPR,1
HSNR,PVNR,1
HSNR,RMGR,1
HSNR,AIBL,1
HSNR,AVJL,1
HSNR,PVT,1
HSNR,AVDR,1
HSNR,RIML,1
HSNR,RIMR,1
HSNR,AVEL,1
HSNR,AVER,1
HSNR,RMDDR,1
HSNR,SABD,1
HSNR,SABVR,1
HSNR,DA05,1
HSNR,DA06,1
HSNR,DB05,1
HSNR,AS05,1
HSNR,VA06,1
HSNR,vBWMR9,1
HSNR,vBWMR10,1
HSNR,vBWMR15,1
HSNR,vBWMR16,1
HSNR,HSNL,1
HSNR,VC02,1
HSNR,VC03,1
HSNR,VC04,1
HSNR,VC05,1
HSNR,vm2AL,1
HSNR,vm2AR,1
HSNR,vm2PL,1
HSNR,vm2PR,1
VC01,AVFL,1
VC01,PVPR,1
VC01,DVC,1
VC01,PVT,1
VC01,AVL,1
VC01,DD01,1
VC01,DD02,1
VC01,DD03,1
VC01,VD01,1
VC01,VD02,1
VC01,VD03,1
VC01,VD04,1
VC01,VD05,1
VC01,VD06,1
VC01,vBWML7,1
VC01,vBWML9,1
VC01,vBWML11,1
VC01,vBWMR12,1
VC01,hyp,1
VC01,VC02,1
VC01,VC03,1
VC02,PVQR,1
VC02,PVPR,1
VC02,DVC,1
VC02,PVT,1
VC02,PVCL,1
VC02,DB04,1
VC02,DD01,1
VC02,DD02,1
VC02,DD03,1
VC02,VD01,1
VC02,VD02,1
VC02,VD04,1
VC02,VD05,1
VC02,VD06,1
VC02,vBWML8,1
VC02,vBWML9,1
VC02,vBWML11,1
VC02,vBWML13,1
VC02,vBWML14,1
VC02,vBWMR8,1
VC02,vBWMR9,1
VC02,vBWMR11,1
VC02,vBWMR12,1
VC02,vBWMR13,1
VC02,VC01,1
VC02,VC03,1
VC03,PVQR,1
VC03,PVPR,1
VC03,PVNR,1
VC03,AVJL,1
VC03,PVT,1
VC03,AVL,1
VC03,AVBL,1
VC03,SABVL,1
VC03,DD01,1
VC03,DD02,1
VC03,DD03,1
VC03,DD04,1
VC03,VB02,1
VC03,VB04,1
VC03,VD01,1
VC03,VD02,1
VC03,VD03,1
VC03,VD04,1
VC03,VD05,1
VC03,VD06,1
VC03,VD07,1
VC03,vBWML11,1
VC03,vBWML12,1
VC03,vBWML13,1
VC03,vBWML14,1
VC03,vBWML15,1
VC03,vBWML16,1
VC03,vBWMR11,1
VC03,vBWMR13,1
VC03,vBWMR15,1
VC03,HSNR,1
VC03,VC01,1
VC03,VC02,1
VC04,AVHR,1
VC04,AVBR,1
VC04,vBWML16,1
VC04,vBWMR16,1
VC04,VC03,1
VC04,VC05,1
VC04,vm2AL,1
VC04,vm2AR,1
VC04,vm2PL,1
VC04,vm2PR,1
VC05,PVR,1
VC05,AVFL,1
VC05,AVFR,1
VC05,DVC,1
VC05,PVT,1
VC05,vBWML15,1
VC05,vBWML16,1
VC05,HSNL,1
VC05,HSNR,1
VC05,VC04,1
VC05,VC05,1
VC05,vm2AL,1
VC05,vm2AR,1
VC05,vm2PL,1
VC05,vm2PR,1
VC06,PVNR,1
VC06,AVG,1
VC06,AVL,1
VC06,DD06,1
VC06,VD11,1
VC06,VD12,1
VC06,vBWML17,1
VC06,vBWMR17,1
VC06,vBWMR20,1
